dijkstra;dec;25000;0;0.1;0.007039406000330928
dynamic;dec;25000;0;0.1;0.007146219999413006
bellman;dec;25000;0;0.1;0.08172106200072449
dijkstra;inc;25000;0;0.1;0.007378240999969421
dynamic;inc;25000;0;0.1;0.008132574999763165
bellman;inc;25000;0;0.1;0.0938825020002696
dijkstra;all;25000;0;0.1;0.009984051999708754
dynamic;all;25000;0;0.1;0.008911011000236613
bellman;all;25000;0;0.1;0.08121490400026232
dijkstra;dec;25000;1;0.1;0.006879726000079245
dynamic;dec;25000;1;0.1;0.007881059999817808
bellman;dec;25000;1;0.1;0.08818650099965453
dijkstra;inc;25000;1;0.1;0.007000646000051347
dynamic;inc;25000;1;0.1;0.008021028999792179
bellman;inc;25000;1;0.1;0.09746426599940605
dijkstra;all;25000;1;0.1;0.007419126999593573
dynamic;all;25000;1;0.1;0.010021961999882478
bellman;all;25000;1;0.1;0.08834584400028689
dijkstra;dec;25000;2;0.1;0.00700797599984071
dynamic;dec;25000;2;0.1;0.008846247999827028
bellman;dec;25000;2;0.1;0.09288901800027816
dijkstra;inc;25000;2;0.1;0.006832733999544871
dynamic;inc;25000;2;0.1;0.009061517000191088
bellman;inc;25000;2;0.1;0.09354886599976453
dijkstra;all;25000;2;0.1;0.006952599999749509
dynamic;all;25000;2;0.1;0.00986017300056119
bellman;all;25000;2;0.1;0.09977041500042105
dijkstra;dec;25000;3;0.1;0.0076625710007647285
dynamic;dec;25000;3;0.1;0.013036759999522474
bellman;dec;25000;3;0.1;0.08836468399931618
dijkstra;inc;25000;3;0.1;0.007062898000185669
dynamic;inc;25000;3;0.1;0.00757700299982389
bellman;inc;25000;3;0.1;0.08168623999972624
dijkstra;all;25000;3;0.1;0.0922233609999239
dynamic;all;25000;3;0.1;0.5570248150006591
bellman;all;25000;3;0.1;0.0806139489995985
dijkstra;dec;50000;0;0.1;0.014665636000245286
dynamic;dec;50000;0;0.1;0.02054257100007817
bellman;dec;50000;0;0.1;0.16134396699999343
dijkstra;inc;50000;0;0.1;0.014764958999876399
dynamic;inc;50000;0;0.1;0.020592530000612896
bellman;inc;50000;0;0.1;0.1594576159995995
dijkstra;all;50000;0;0.1;0.015101559999493475
dynamic;all;50000;0;0.1;0.025301792000391288
bellman;all;50000;0;0.1;0.16387630899953365
dijkstra;dec;50000;1;0.1;0.06678229199951602
dynamic;dec;50000;1;0.1;0.7470801239996945
bellman;dec;50000;1;0.1;0.2021472790002008
dijkstra;inc;50000;1;0.1;0.014778349999687634
dynamic;inc;50000;1;0.1;0.022870200999932422
bellman;inc;50000;1;0.1;0.16278803099976358
dijkstra;all;50000;1;0.1;0.015454167999450874
dynamic;all;50000;1;0.1;0.026987080000253627
bellman;all;50000;1;0.1;0.1633793829996648
dijkstra;dec;50000;2;0.1;0.014818381000623049
dynamic;dec;50000;2;0.1;0.022598631000619207
bellman;dec;50000;2;0.1;0.16156004999993456
dijkstra;inc;50000;2;0.1;0.014771533999919484
dynamic;inc;50000;2;0.1;0.02383054199981416
bellman;inc;50000;2;0.1;0.16127139500076737
dijkstra;all;50000;2;0.1;0.01512604400068085
dynamic;all;50000;2;0.1;0.026997062000191363
bellman;all;50000;2;0.1;0.16493330100001913
dijkstra;dec;50000;3;0.1;0.37817336699936277
dynamic;dec;50000;3;0.1;2.48771190700063
bellman;dec;50000;3;0.1;0.13780649900036224
dijkstra;inc;50000;3;0.1;0.014817076999861456
dynamic;inc;50000;3;0.1;0.02074936900044122
bellman;inc;50000;3;0.1;0.1587294959999781
dijkstra;all;50000;3;0.1;0.4128489369995805
dynamic;all;50000;3;0.1;0.4395328279997557
bellman;all;50000;3;0.1;0.1370379239997419
dijkstra;dec;100000;0;0.1;0.5304812300000776
dynamic;dec;100000;0;0.1;1.5312989430003654
bellman;dec;100000;0;0.1;0.28437523699994927
dijkstra;inc;100000;0;0.1;0.031238397000379337
dynamic;inc;100000;0;0.1;0.04580186000021058
bellman;inc;100000;0;0.1;0.3220229090002249
dijkstra;all;100000;0;0.1;0.545947022999826
dynamic;all;100000;0;0.1;1.0962803170004918
bellman;all;100000;0;0.1;0.2864577370000916
dijkstra;dec;100000;1;0.1;0.6342294209998727
dynamic;dec;100000;1;0.1;1.4278409770004146
bellman;dec;100000;1;0.1;0.2855105389999153
dijkstra;inc;100000;1;0.1;0.030816370000138704
dynamic;inc;100000;1;0.1;0.045524266999564134
bellman;inc;100000;1;0.1;0.3265775350000695
dijkstra;all;100000;1;0.1;0.634222839999893
dynamic;all;100000;1;0.1;1.4911995160000515
bellman;all;100000;1;0.1;0.28590999900006864
dijkstra;dec;100000;2;0.1;0.03181259400025738
dynamic;dec;100000;2;0.1;0.07421368099949177
bellman;dec;100000;2;0.1;0.3285416990001977
dijkstra;inc;100000;2;0.1;0.03139419499984797
dynamic;inc;100000;2;0.1;0.046221218000027875
bellman;inc;100000;2;0.1;0.32461091700042743
dijkstra;all;100000;2;0.1;0.6262181819993202
dynamic;all;100000;2;0.1;1.467362200000025
bellman;all;100000;2;0.1;0.2853867670000909
dijkstra;dec;100000;3;0.1;1.3831981710000036
dynamic;dec;100000;3;0.1;1.3792241629998898
bellman;dec;100000;3;0.1;0.27298623099977704
dijkstra;inc;100000;3;0.1;0.03639655799997854
dynamic;inc;100000;3;0.1;0.04622474699954182
bellman;inc;100000;3;0.1;0.3320396899998741
