dijkstra;dec;1000;0;0.1;0.026494878999983484
dynamic;dec;1000;0;0.1;0.002011595999988458
bellman;dec;1000;0;0.1;0.16676540900004966
dijkstra;inc;1000;0;0.1;0.00020962999997209408
dynamic;inc;1000;0;0.1;0.0009205469999642446
bellman;inc;1000;0;0.1;0.11092612499999177
dijkstra;all;1000;0;0.1;0.018949067999983527
dynamic;all;1000;0;0.1;0.002824859000043034
bellman;all;1000;0;0.1;0.0034048600000460283
dijkstra;dec;1000;1;0.1;0.009565824999981487
dynamic;dec;1000;1;0.1;0.002600210999958108
bellman;dec;1000;1;0.1;0.0035356100000853985
dijkstra;inc;1000;1;0.1;0.00017944599994734745
dynamic;inc;1000;1;0.1;0.0002507469999954992
bellman;inc;1000;1;0.1;0.0039551809999238685
dijkstra;all;1000;1;0.1;0.009126599000069291
dynamic;all;1000;1;0.1;0.0027686170000151833
bellman;all;1000;1;0.1;0.0033121070000561303
dijkstra;dec;1000;2;0.1;0.006042720999971607
dynamic;dec;1000;2;0.1;0.003098237000017434
bellman;dec;1000;2;0.1;0.11481972100000348
dijkstra;inc;1000;2;0.1;0.00017906900006892101
dynamic;inc;1000;2;0.1;0.00023625100004665
bellman;inc;1000;2;0.1;0.0037987739999607584
dijkstra;all;1000;2;0.1;0.005631042000004527
dynamic;all;1000;2;0.1;0.0012285600000723207
bellman;all;1000;2;0.1;0.0034003380000058314
dijkstra;dec;1000;3;0.1;0.02402596399997492
dynamic;dec;1000;3;0.1;0.0029569749999609485
bellman;dec;1000;3;0.1;0.003224065000040355
dijkstra;inc;1000;3;0.1;0.0002118520000067292
dynamic;inc;1000;3;0.1;0.0002864059999865276
bellman;inc;1000;3;0.1;0.004186911000033433
dijkstra;all;1000;3;0.1;0.02433037499997681
dynamic;all;1000;3;0.1;0.002881500000057713
bellman;all;1000;3;0.1;0.0031314770000108183
dijkstra;dec;5000;0;0.1;0.39639452100004746
dynamic;dec;5000;0;0.1;0.09778457000004437
bellman;dec;5000;0;0.1;0.01691503400002148
dijkstra;inc;5000;0;0.1;0.0013224490000993683
dynamic;inc;5000;0;0.1;0.0013769639999736683
bellman;inc;5000;0;0.1;0.018731620000039584
dijkstra;all;5000;0;0.1;0.3875876540000718
dynamic;all;5000;0;0.1;0.45219823299999007
bellman;all;5000;0;0.1;0.017744967999988148
dijkstra;dec;5000;1;0.1;0.23274889799995435
dynamic;dec;5000;1;0.1;0.053210981999995965
bellman;dec;5000;1;0.1;0.014548216999969554
dijkstra;inc;5000;1;0.1;0.0012808870000071693
dynamic;inc;5000;1;0.1;0.0013603449999664008
bellman;inc;5000;1;0.1;0.019707843999981378
dijkstra;all;5000;1;0.1;0.24503617900006702
dynamic;all;5000;1;0.1;0.2286645229999067
bellman;all;5000;1;0.1;0.015370273000030465
dijkstra;dec;5000;2;0.1;0.14557501899992076
dynamic;dec;5000;2;0.1;0.03494646299998294
bellman;dec;5000;2;0.1;0.014739000999952623
dijkstra;inc;5000;2;0.1;0.0012662619999446179
dynamic;inc;5000;2;0.1;0.0013028559999384015
bellman;inc;5000;2;0.1;0.020299800999964646
dijkstra;all;5000;2;0.1;0.14672370499999943
dynamic;all;5000;2;0.1;0.05209601399997155
bellman;all;5000;2;0.1;0.01480663999996068
dijkstra;dec;5000;3;0.1;0.6298883289999821
dynamic;dec;5000;3;0.1;0.2718689019999374
bellman;dec;5000;3;0.1;0.025991466000050423
dijkstra;inc;5000;3;0.1;0.001287448999960361
dynamic;inc;5000;3;0.1;0.0011802589999660995
bellman;inc;5000;3;0.1;0.019434493000062503
dijkstra;all;5000;3;0.1;0.6699790720000465
dynamic;all;5000;3;0.1;0.10983064800007014
bellman;all;5000;3;0.1;0.05362904800006163
dijkstra;dec;10000;0;0.1;1.6062978899999507
dynamic;dec;10000;0;0.1;0.31278162799992515
bellman;dec;10000;0;0.1;0.04637583999999606
dijkstra;inc;10000;0;0.1;0.0027732580000474627
dynamic;inc;10000;0;0.1;0.002411922000078448
bellman;inc;10000;0;0.1;0.034611317999974744
dijkstra;all;10000;0;0.1;1.565145292000011
dynamic;all;10000;0;0.1;0.3113586709999936
bellman;all;10000;0;0.1;0.046721380999997564
dijkstra;dec;10000;1;0.1;0.893298677999951
dynamic;dec;10000;1;0.1;0.19387566900002184
bellman;dec;10000;1;0.1;0.042201651000027596
dijkstra;inc;10000;1;0.1;0.002685820000010608
dynamic;inc;10000;1;0.1;0.0024048669999956473
bellman;inc;10000;1;0.1;0.03401804499992522
dijkstra;all;10000;1;0.1;0.8714502819999552
dynamic;all;10000;1;0.1;0.20320369199998822
bellman;all;10000;1;0.1;0.042418009000016355
dijkstra;dec;10000;2;0.1;0.5356152649999331
dynamic;dec;10000;2;0.1;0.13767706800001633
bellman;dec;10000;2;0.1;0.03963274399995953
dijkstra;inc;10000;2;0.1;0.0027142179999373184
dynamic;inc;10000;2;0.1;0.002417670999989241
bellman;inc;10000;2;0.1;0.03531694299999799
dijkstra;all;10000;2;0.1;0.5495174700000689
dynamic;all;10000;2;0.1;0.11506170500001645
bellman;all;10000;2;0.1;0.03963310200003889
dijkstra;dec;10000;3;0.1;2.5694567360000065
dynamic;dec;10000;3;0.1;0.4870254150000619
bellman;dec;10000;3;0.1;0.05584686400004557
dijkstra;inc;10000;3;0.1;0.002969319000044379
dynamic;inc;10000;3;0.1;0.002424858000040331
bellman;inc;10000;3;0.1;0.03539844399995218
dijkstra;all;10000;3;0.1;2.4652315270000145
dynamic;all;10000;3;0.1;0.5213810149999745
bellman;all;10000;3;0.1;0.06651673500005018
dijkstra;dec;1000;0;0.2;0.018101671000067654
dynamic;dec;1000;0;0.2;0.014028172000053019
bellman;dec;1000;0;0.2;0.003134881000050882
dijkstra;inc;1000;0;0.2;0.0001909999999725187
dynamic;inc;1000;0;0.2;0.00048058300001230236
bellman;inc;1000;0;0.2;0.003816318999952273
dijkstra;all;1000;0;0.2;0.017224037999994835
dynamic;all;1000;0;0.2;0.005485754000005727
bellman;all;1000;0;0.2;0.003163155000038387
dijkstra;dec;1000;1;0.2;0.010329557000090972
dynamic;dec;1000;1;0.2;0.004985264000083589
bellman;dec;1000;1;0.2;0.003438305000031505
dijkstra;inc;1000;1;0.2;0.00017684900001313508
dynamic;inc;1000;1;0.2;0.0004765030000726256
bellman;inc;1000;1;0.2;0.0037509979999867937
dijkstra;all;1000;1;0.2;0.008858041000053163
dynamic;all;1000;1;0.2;0.007527876999915861
bellman;all;1000;1;0.2;0.00312470200003645
dijkstra;dec;1000;2;0.2;0.006838743999992403
dynamic;dec;1000;2;0.2;0.013507939000078295
bellman;dec;1000;2;0.2;0.003511484999989989
dijkstra;inc;1000;2;0.2;0.00019592400008150435
dynamic;inc;1000;2;0.2;0.0005732220000709276
bellman;inc;1000;2;0.2;0.00385057800008326
dijkstra;all;1000;2;0.2;0.005966037999996843
dynamic;all;1000;2;0.2;0.003235812000070837
bellman;all;1000;2;0.2;0.0031788180000376087
dijkstra;dec;1000;3;0.2;0.023865032999992764
dynamic;dec;1000;3;0.2;0.012758125999994263
bellman;dec;1000;3;0.2;0.003275601000041206
dijkstra;inc;1000;3;0.2;0.00025559800008068123
dynamic;inc;1000;3;0.2;0.0004797939999434675
bellman;inc;1000;3;0.2;0.00401714399993125
dijkstra;all;1000;3;0.2;0.025302291000002697
dynamic;all;1000;3;0.2;0.01235436000001755
bellman;all;1000;3;0.2;0.0031760769999209515
dijkstra;dec;5000;0;0.2;0.43903865799995856
dynamic;dec;5000;0;0.2;0.2835812509999869
bellman;dec;5000;0;0.2;0.0185317309999391
dijkstra;inc;5000;0;0.2;0.002266605000045274
dynamic;inc;5000;0;0.2;0.0027704829999493086
bellman;inc;5000;0;0.2;0.018606214999977055
dijkstra;all;5000;0;0.2;0.39403056300000117
dynamic;all;5000;0;0.2;0.21724035599993385
bellman;all;5000;0;0.2;0.02036763000000974
dijkstra;dec;5000;1;0.2;0.220907425000064
dynamic;dec;5000;1;0.2;0.09893767500000195
bellman;dec;5000;1;0.2;0.014898881000021902
dijkstra;inc;5000;1;0.2;0.001526441999999406
dynamic;inc;5000;1;0.2;0.0031398829999034206
bellman;inc;5000;1;0.2;0.021081552000055126
dijkstra;all;5000;1;0.2;0.24502395000001798
dynamic;all;5000;1;0.2;0.10268724399998064
bellman;all;5000;1;0.2;0.015105781999977808
dijkstra;dec;5000;2;0.2;0.1436759279999933
